account,ward,aid,business,address,zip
15854,31,NaN,S & L FOOD & LIQUORS INC,4958 W FULLERTON AVE 1ST,60639
15857,32,775,TACO'S Y SALSA,2957 W DIVERSEY AVE 1ST,60647
15862,25,775,THREE HAPPINESS RESTAURANT,209 W CERMAK RD 1ST,60616
15864,2,775,EMPIRE RESTAURANT,49 W DIVISION ST 1ST,60610
15873,47,763,FINE FOOD & LIQUOR INC.,3642 N ASHLAND AVE 1ST,60613
15875,30,775,TONY'S FINER FOODS,2500 N CENTRAL AVE 1ST,60639
15899,27,NaN,THE MATCHBOX,770 N MILWAUKEE AVE 1ST,60642
15902,28,775,CRESPO'S FOOD MART,4353 W MADISON ST 1ST,60624
1591,42,NaN,LEHMAN BROTHERS INC,190 S LA SALLE ST 1ST,60603
15925,32,666,DIVERSEY & ASHLAND SHELL,2801 N ASHLAND AVE # 1ST,60657
15949,28,817,OXXFORD CLOTHES INC.,1220 W VAN BUREN ST 1ST,60607
15950,2,638,"TIPAROS THAI RESTAURANT , INC.",1540 N CLARK ST,60610
15973,42,774,GRAND FOOD MART,400 E RANDOLPH ST 2ND,60601
15981,2,785,SHE-NANNIGAN'S HOUSE OF BEERS,16 W DIVISION ST 1,60610
16002,2,638,GERMANIA PLACE,108 W GERMANIA PL 2,60610
16004,1,NaN,EL NUEVO NARANJO LOUNGE,2210 N MILWAUKEE AVE 1ST,60647
16008,43,829,GAMEKEEPERS,345 W ARMITAGE AVE 1,60614
1602,42,NaN,CREDIT SUISSE Securities LLC,227 W MONROE ST 39TH,60606
1603,42,NaN,MERRILL LYNCH PIERCE FENNER,33 W MONROE ST 22 2200,60603
16031,40,NaN,YOUNG SANG HERB'S,5643 N LINCOLN AVE,60659
16038,22,638,REST Y TAQUERIA LA JUSTICIA,3901 W 26TH ST 1ST #,60623
16040,39,775,PETERSON & KIMBALL SHELL,3401 W PETERSON AVE  1,60659
16047,23,763,LAST CALL LOUNGE,6316-6318 W 65TH ST 1ST,60638
16053,24,763,"WAY LOW DISCOUNT FOOD, INC.",1551 S KEDZIE AVE,60623
16070,9,NaN,POLYAIR PACKAGING,808 E 113TH ST 1ST,60628
16074,44,775,TAKE FIVE,3747 N SOUTHPORT AVE,60613
16080,39,775,GRAND FOOD MART,5002 N PULASKI RD,60630
16102,44,717,Michael A. Machrello,3200 N HALSTED ST,60657
16103,36,774,ARMITAGE GOLD STAR LIQUORS,4800 W ARMITAGE AVE 1,60639
16105,18,NaN,PARTY CITY OF FORD CITY #505,8141 S CICERO AVE,60652
16125,45,814,QUANG NOODLE RESTAURANT,5216 W LAWRENCE AVE,60630
1613,45,904 | 816,THE SHERWIN-WILLIAMS CO #3701,4201 N MILWAUKEE AVE 1ST,60641
16137,2,638,DAVE & BUSTER'S/MAIN LOBBY,1030 N CLARK ST 1ST #,60610
16149,42,NaN,MCCORKLE COURT REPORTERS INC,200 N LA SALLE ST  2900,60601
16155,21,666,MOON & SUN MART,1421 W 95TH ST,60643
16163,43,717,MAX ENTERPRISES LTD,2500 N LINCOLN AVE,60614
16198,42,743,WINDY,600 E GRAND AVE,60611
16205,2,NaN,"SUNGLASS HUT, STORE #3114",835 N MICHIGAN AVE  3114,60611
16215,2,NaN,PAUL STUART CHICAGO INC,875 N MICHIGAN AVE,60611
16227,43,704,JOSEPH MICHAEL'S SALON,1313 N RITCHIE CT 1ST,60610
16242,2,775,THE CHEESECAKE FACTORY,875 N MICHIGAN AVE,60611
16256,42,775,JONETTE PRODUCTS ENT,118 N CLARK ST 10TH,60602
16259,22,814,Pepe's Mexican Restaurant,4810 S LEAMINGTON AVE,60638
16260,42,638,PARIS CLUB,59 W HUBBARD ST,60610
16263,14,775,"CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,60632
16265,16,NaN,SUPERMERCADO LOS PINOS,2825 W 55TH ST  1ST,60632
16267,2,763,GOLD COAST CAFE,1112 N STATE ST 1ST,60610
16271,17,775,APRIL FOOD & LOUNGE,2340 W 69TH ST 1ST,60636
16275,43,NaN,J.F.J. DEVELOPMENT CORP.,2506 N CLARK ST  288,60614
16283,18,743,R.J. RICH'S,4356 W FORD CITY DR 1ST,60652
16286,46,775,FIRST LAO GROCERY,4664 N BROADWAY  1ST,60640
16296,32,638,EL CID TACOS #2,2645 N KEDZIE AVE 1 & 2,60647
16301,42,NaN,"SEVEN WORLDWIDE, INC",225 W SUPERIOR ST 1ST,60610
16335,43,775,ASIANA RESTAURANT,2546 N CLARK ST 1ST,60614
1635,36,929,E GORNELL & SONS INC,2241 N KNOX AVE,60639
16351,2,NaN,CHARLES R. FELDSTEIN & COMPANY,737 N MICHIGAN AVE 12TH 1230,60611
16352,18,NaN,A & C SHEET METAL CO,3339 W COLUMBUS AVE,60652
16363,23,775,DUNKIN DONUTS,5448 S PULASKI RD  1,60632
16384,42,775,BON APPETIT,111 S MICHIGAN AVE  2ND F,60603
1639,42,708,"Wintrust Investments, LLC",231 S LA SALLE ST 13TH,60604
16395,26,775,LA PERLA TAPATIA INC,3251 W NORTH AVE 1ST,60647
16397,42,775,THE GALLERY CARNELLI 'S DELI,700 E GRAND AVE  FOOD,60611
16410,27,717,Caoba Mexican Bar & Grill,1350 W RANDOLPH ST,60607
16437,2,916,BIRD'S NEST,2500 N SOUTHPORT AVE,60614
16473,42,774,BOCKWINKEL'S,155 N HARBOR DR 1ST,60601
16482,38,775,LA CAPANNINA COFFEE,7547 W ADDISON ST # 1ST,60634
16491,42,743,HARRY CARAY'S RESTAURANT,33 W KINZIE ST,60610
16497,1,638,BELLA NOTTE,1374 W GRAND AVE,60642
165,7,829,DANIEL SIMPSON,2601 E 83RD ST 1ST,60617
16506,3,763,FAMILY FOOD MARKET INC,5041 S PRAIRIE AVE 1ST,60615
16507,2,638,JACK SULLIVAN'S,2142 N CLYBOURN AVE,60614
16528,37,NaN,ABC AUTOMOTIVE,4755 W GRAND AVE,60639
16540,16,NaN,K & A CENTRAL FOODS,2432 W 63RD ST 1,60629
16547,1,763,PETE'S FOOD & LIQUOR,2556 W ARMITAGE AVE 1ST,60647
16549,42,763,SAHIL TOBACCO,70 E LAKE ST 1ST,60601
16566,21,763,EAGLE'S CORNER GROCERY,8302 S CARPENTER ST,60620
16567,42,NaN,CONVENIENCE STORE,205 W RANDOLPH ST 1ST,60606
16596,25,NaN,WVAZ FM,800 S WELLS ST  250,60607
16603,31,775,BASKIN ROBBINS/ DUNKIN DONUTS,3039 N CENTRAL AVE,60634
16608,36,775,SCHORSCH VILLAGE IMPROVEMENT,6940 W BELMONT AVE # 1ST,60634
16618,9,666,"CORLISS SHELL,  DUNKIN DONUT,MR SUB",11100 S CORLISS AVE,60628
16622,25,638,EMERALD CITY RESTAURANT,218 W CERMAK RD 1ST,60616
16625,46,775,"MICHAEL'S RESTAURANT, INC.",4089-4091 N BROADWAY,60613
16635,4,775,F & S FAST FOODS INC,77 W JACKSON BLVD,60604
16645,38,775,BIJE'S,7455 W IRVING PARK RD,60634
16659,2,774,CRATER FOOD & LIQUOR,1144 N MILWAUKEE AVE,60642
16661,38,NaN,PLEWA VIDEO RENTAL,7553 W ADDISON ST,60634
16662,1,763,BUCK TOWN FOOD & LIQUORS,1950 N MILWAUKEE AVE,60647
16681,3,775,MIDWEST FOOD & LIQUOR,3701 S STATE ST,60609
16711,42,763,D M STORES INC,222 N LA SALLE ST 1ST,60601
16717,9,774,KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,60628
16723,45,774,Fischman Liquors,4780 N MILWAUKEE AVE,60630
16763,2,NaN,GENERAL IRON INDUSTRIES INC,1909 N CLIFTON AVE,60614
16766,42,763,OUICK STOP,111 W MONROE ST,60603
16775,49,775,CAPT'N NEMO,7367 N CLARK ST,60626
16778,40,NaN,BP,2751 W PETERSON AVE 1ST,60659
16781,27,784,ATHENA RESTAURANT,212 S HALSTED ST,60661
16803,45,829,INDEPENDENCE TAP,3932 W IRVING PARK RD 1ST,60618
16805,7,NaN,FRESH WAY FOODS,2600 E 87TH ST,60617
16849,42,NaN,DRESS BARN #2946,181 W RANDOLPH ST  1ST,60601
16859,21,775,THE NEIGHBORHOOD STORE,8313 S RACINE AVE,60620
16861,35,775,Pierre's II Bakery,2747 N MILWAUKEE AVE,60647
16872,31,NaN,"PS ORNAGECO, INC #26601",2638 N PULASKI RD  1ST,60639
16882,33,784,SMALL BAR #1,2956 N ALBANY AVE,60618
16890,26,775,PODGORSKI SAUSAGE & DELI,2711 W DIVISION ST  1,60622
16899,1,775,JACK'S PLACE,2917 W ARMITAGE AVE  GROUN,60647
16923,27,829,REDNOFIVE,440 N HALSTED ST 1ST,60642
16939,27,829,PLAYERS BAR AND GRILL,543-551 N OGDEN AVE 1ST,60642
16940,47,NaN,POUR DRINKS & EATS,3358 N ASHLAND AVE 1ST,60657
16943,31,763,CARNICERIA JIMENEZ #2,3850 W FULLERTON AVE 1ST,60647
16964,42,638,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  SERV/,60601
16975,37,775,LAS AMERICAS FOOD& LIQUOR INC.,1156 N PULASKI RD  MAIN,60651
16976,42,717,My Thai Restaurant,230 S DEARBORN ST,60604
16996,42,654,MICHAEL JOHN CONRADI,111 W WASHINGTON ST 4TH 450,60602
1700,36,NaN,CHICAGO DOWEL CO INC,4700 W GRAND AVE 1ST,60639
17016,40,NaN,O-MI MOTEL,5611 N LINCOLN AVE  1ST,60659
17023,42,776,RAM CIGAR,303 W MADISON ST 1ST LOBBY,60606
17033,42,NaN,FPL ADVISORY GROUP CO.,200 W MADISON ST  1900,60606
17039,34,775,PHILLIPS 66,9811 S HALSTED ST 1ST,60628
17049,11,NaN,VISION I SYSTEM INC,2416 S CANAL ST 1ST,60616
17065,27,NaN,INFOCOMM,213 W INSTITUTE PL  103,60610
17074,7,775,MARGARITA'S MEAT MARKET,2709 E 79TH ST,60649
17090,45,638,MC NAMARA'S FOOD & DRINKS,4326-4328 W IRVING PARK RD 1ST,60641
17112,42,NaN,WOLVERINE TRADING LP,175 W JACKSON BLVD # 200,60604
17130,31,743,GOLDEN SWAN I INC.,5142 W BELMONT AVE 1ST,60641
17132,14,NaN,ORION RESTAURANT,5772 S ARCHER AVE,60638
1715,25,NaN,"KOLCRAFT ENTERPRISES, INC.",1100 W MONROE ST,60607
17151,50,NaN,HOME DEPOT #8598,6211 N LINCOLN AVE,60659
17159,42,NaN,ZACKS INVESTMENT RESEARCH INC,155 N WACKER DR,60606
17164,24,639,PARADISE CLUB,4300 W CERMAK RD,60623
17167,41,775,MCDONALDS,11601 W TOUHY AVE  1,60666
17179,42,775,PITTSFIELD CAFE,55 E WASHINGTON ST 1ST,60602
17187,11,725,BRIDGEPORT SHELL,215   -00225 W 31ST ST  GROUN,60616
17188,43,NaN,AAA TICKETS INC,1139 W WEBSTER AVE,60614
17200,6,774,"GRAND PALACE SUPERMARKET, INC",7131-7133 S STATE ST,60619
17214,1,NaN,DELI ON RICE,833 N WESTERN AVE,60622
17216,14,775,ROSA'S SUPERMERCADO,3324 W 55TH ST  1,60632
17222,10,774,D & O FOOD & LIQUOR,8700 S COMMERCIAL AVE,60617
17237,32,775,MIKO'S,1846 N DAMEN AVE,60647
17241,31,775,LA LOMA "CARNICERIA Y TAQUERIA",2535 N LARAMIE AVE  1,60639
17243,24,775,J & R FOODS,1300 S SPRINGFIELD AVE,60623
17246,45,708,ILLINOIS HOME IMPROVEMENT CORP,5216-18 N ELSTON AVE,60630
17257,50,NaN,A & P DISCOUNT STORE,2834 W DEVON AVE # 1ST,60659
17271,28,NaN,FLO-LIM HLTH CRE INFO SYS INC,2245 W POLK ST,60612
17280,28,775,DONNIE'S DOWN HOME COOKING,2814 W POLK ST,60612
17285,28,946,Billy Goat Inn,1535 W MADISON ST,60607
17290,2,775,LOEWS THEATERS PIPER'S ALLEY,1608 N WELLS ST 1ST,60614
17291,44,725,SPECKS PARKING,1013 W ROSCOE ST 1ST,60657
17293,36,NaN,ADDISON & AUSTIN BP,6000 W ADDISON ST 1ST,60634
17295,28,775,"VAN-LOV, INC.",4058 W VAN BUREN ST 1ST,60624
173,6,775,NORMAN'S FOOD & LIQUORS,6647 S HALSTED ST,60621
17304,27,775,HELEN'S PRICE-RITE INC,459 N HAMLIN AVE 1ST,60624
17331,23,775,ZACATACOS,5925 S PULASKI RD,60629
17337,13,775,KING'S CHOP SUEY,4739 W 63RD ST 1ST,60629
17352,46,NaN,BROADWAY SUPERMARKET,4879 N BROADWAY,60640
174,28,829,BIG TWENTY CLUB,4510 W HARRISON ST 1ST,60624
17405,16,775,JOE'S FOOD MARKET,1035 W 59TH ST 1ST,60621
17407,40,775,FOSTER FOOD & LIQUOR,1900 W FOSTER AVE 1ST,60640
17440,14,775,CHICAGO'S COMMUNITY KITCHENS,4100 W ANN LURIE PL 2ND,60632
1745,14,NaN,CHICAGO PACKAGING CO,4340 W 47TH ST,60632
17463,42,763,"HOUSE OF BLUES, PRESENTED BY CRICKET WIRELESS",329 N DEARBORN ST L1-L4,60654
17483,1,775,FLAT IRON FOOD MART,1581 N MILWAUKEE AVE  1,60622
17530,21,775,MC DONALDS,8321 S ASHLAND AVE,60620
17540,45,775,COPERNICUS FOUNDATION,5216 W LAWRENCE AVE  1-3FL,60630
17591,4,829,TANTRUM,1023 S STATE ST,60605
17610,47,775,DUNKIN DONUTS INC,1441 W MONTROSE AVE,60613
17639,25,775,PIZZA NOVA  INC,1842 W 18TH ST,60608
17658,42,775,CARIBOU COFFEE CO.INC.,10 S LA SALLE ST  STREE,60603
17674,39,NaN,BRYN MAWR VIDEO,3309 W BRYN MAWR AVE,60659
17680,42,638,HOLIDAY INN CITY CENTRE,300 E OHIO ST  CENTR,60611
17684,16,775,CHINA EXPRESS,6239 S ASHLAND AVE 1ST,60636
17713,45,763,CONVENIENT FOOD MART,5530 N MILWAUKEE AVE,60630
17716,25,763,PINK MONKEY / NEW YORK STRIP,750 S CLINTON ST 2,60607
17727,20,NaN,PITTMAN PLUMBING AND SEWERAGE,5651 S HALSTED ST 1ST,60621
17732,32,775,A LA TURKA RESTAURANT,3134 N LINCOLN AVE,60657
17733,27,NaN,FULTON FOOD,2959 W FULTON ST,60612
17745,37,775,PRESTIGE LIQUORS,345 N CENTRAL AVE  E,60644
17755,40,638,SEOUL DAN LAN,5116 N LINCOLN AVE  1,60625
17760,14,775,LEANARDO'S FAST FOOD,5306 S CENTRAL AVE,60638
1777,18,NaN,KNIGHT PAPER BOX CO,4651 W 72ND ST,60629
17771,42,NaN,"THE CAPITAL GRILLE OF CHICAGO, INC.  As of  7/...",633 N ST CLAIR ST 1ST,60611
17774,42,638,MIKE DITKA'S RESTAURANT,100 E CHESTNUT ST 1-2,60611
17784,31,775,CERMAK PRODUCE,4800 W DIVERSEY AVE,60639
17813,27,775,STOP & SHOP INC CHICAGO,333 W NORTH AVE,60610
17841,3,775,BILLY'S PIZZA KING,4 W 55TH ST 1ST,60609
17856,35,775,EAT FIRST RESTAURANT INC,3337 W BELMONT AVE,60618
17859,48,775,THIEN NOODLE RESTAURANT,6241 N CLARK ST 1ST,60660
17865,27,996,"VIPER ROOM, INC.",1467 N ELSTON AVE,60642
17868,44,717,DREW'S ON HALSTED,3200 N HALSTED ST,60657
17870,33,NaN,AAA EXPERT PLUMBING & SEWER,3659 N KEDZIE AVE 1ST,60618
17886,29,775,RIB PALACE,5607 W CORCORAN PL,60644
17903,43,638,CLARKE'S ON LINCOLN,2441-2445 N LINCOLN AVE,60614
17904,8,666,USRA FOOD/GAS,7448 S STONY ISLAND AVE  GROUN,60649
17910,20,775,JOE'S GRILL,5102 S RACINE AVE,60609
17922,42,638,THE INDIA GARDEN,247 E ONTARIO ST,60611
17934,42,638,CARDOZO'S PUB,170 W WASHINGTON ST  BASEMENT,60602
17956,5,763,JORDAN VALLEY,1976 E 73RD ST 1ST,60649
17962,2,NaN,GROSSINGER CITY TOYOTA,1561 N FREMONT ST,60642
17967,8,775,OH HEN MART,9053 S STONY ISLAND AVE 1ST,60617
1801,37,NaN,AUSTIN COMMUNITY DIALYSIS,4800 W CHICAGO AVE  2A,60651
18013,45,775,7-ELEVEN,6000 W HIGGINS AVE,60630
18014,49,NaN,ROGERS PARK FRUIT MARKET,7401 N CLARK ST  1,60626
18021,42,775,SUNNY & RAVI CORPORATION,310 W ADAMS ST,60606
18063,14,784,BOHICA BAR & GRILL,5518 S ARCHER AVE,60638
18071,4,NaN,THE UPS STORE #3261,3473 S DR MARTIN LUTHER KING JR DR,60616
18098,11,NaN,PAGER TEK,4666 S HALSTED ST,60609
18108,40,775,LAWRENCE POULTRY,2741 W LAWRENCE AVE  1ST,60625
18126,42,638,WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST  SERVI,60610
18159,26,NaN,"MIDWAY MOVING & STORAGE,  INC.",2727 W CHICAGO AVE  1,60622
18164,25,NaN,"G.A.C.C.,INC",125 S RACINE AVE  1,60607
18183,12,NaN,DISCOTECA  LIZDE,3101 W 26TH ST  BOOTH,60623
18184,20,763,TWINS FOOD & LIQUOR,5440 S HALSTED ST,60609
18216,43,638,HANABI JAPANESE RESTAURANT,806 W WEBSTER AVE  1,60614
18246,45,NaN,DIAMOND HOME SERVICE,5030 W LAWRENCE AVE  1,60630
18254,19,763,CORRIGAN'S PUB,3047 W 111TH ST  1,60655
18265,32,775,CAFE MATOU,1846-1848 N MILWAUKEE AVE,60647
18277,42,763,UNDERGROUND CHICAGO,56 W ILLINOIS ST,60610
183,43,775,CHEZ MOI,2100 N HALSTED ST,60614
18330,41,775,THE MECCA RESTAURANT,6666 N NORTHWEST HWY 1,60631
18332,35,638,FIESTA MAGICA,4118-4120 W ARMITAGE AVE,60639
18340,27,775,GREG CHRISTIAN CATERING INC,1103 W GRAND AVE  1,60642
18346,38,775,CHINA EXPRESS,4640 N CUMBERLAND AVE,60656
18347,16,NaN,VONDRAK PUBLISHING CO INC,6225 S KEDZIE AVE,60629
18394,30,775,PARTY HOUSE,6112 W DIVERSEY AVE,60639
18419,32,638,DUNLAYS ON THE SQUARE,3137-3139 W LOGAN BLVD  1,60647
18428,42,785,SMOKEY HOLLOW,343 W ERIE ST 1ST #,60610
18430,14,786,CARNITAS DON RAFA INC,4619 S KEDZIE AVE 1ST,60632
18452,22,NaN,PANCHO'S,4055 W 31ST ST,60623
18471,32,775,PLAZZIO RESTUARANT,1889 -1891 N WINNEBAGO AVE 1ST,60647
18483,47,775,LA AMISTAD MEXICAN RESTAURANT,1914 W MONTROSE AVE,60613
18493,25,725,"LOTS OF CHICAGO, INC.",555 W HARRISON ST 1ST,60607
18515,47,775,JIM'S GRILL VEGETARIAN,1429 W IRVING PARK RD,60613
18563,42,763,VOLARE,201 E GRAND AVE 1ST,60611
18596,28,NaN,TAYSON FOOD MART,4153 W MADISON ST,60624
18608,19,NaN,J & L BEAUTY SUPPLY,2341 W 95TH ST 1ST,60643
18619,7,NaN,2701 SALIM CORP,2701 E 79TH ST 1ST,60649
18636,1,775,FULLERTON CALIFORNIA BP,2800 W FULLERTON AVE,60647
18670,25,728 | 609 | 611,Petsmart #1658,1101 S CANAL ST,60607
18713,19,775,ROSATIS PIZZA,3150 W 111TH ST 1ST,60655
18731,50,775,SUKHADIA SWEETS & SNACKS,2557-2559 W DEVON AVE,60659
18739,11,775,FRESH FOOD MARKET CORP,3001 S HALSTED ST 1ST,60608
18757,1,775,ACCANTO,2171 N MILWAUKEE AVE,60647
18760,30,763,KUROWSKI SAUSAGE SHOP & RICH,2976  -2978 N MILWAUKEE AVE  1,60618
18772,6,NaN,NOT FAR FROM A DOLLAR,7332 S HALSTED ST,60621
18784,28,774,ICE HOUSE LIQUORS,356 N CICERO AVE 1,60644
18785,40,NaN,7-ELEVEN DOMY CORP,5562 N LINCOLN AVE,60625
18786,42,NaN,300 CONCESSION SHOP INC.,300 E RANDOLPH ST  1ST,60601
1880,14,NaN,BURLINGTON NORTHERN & SANTA FE,3611 W 38TH ST 1ST,60632
18803,41,666,"HARLEM-HIGGINS, MOBIL",7159 W HIGGINS AVE 1ST,60656
1881,42,NaN,MEREDITH CORP.,333 N MICHIGAN AVE  1500,60601
18811,43,763,KREM,1749 N WELLS ST BSMT,60614
18818,31,NaN,D & Z DOM KSIAZKI,5507 W BELMONT AVE 1ST,60641
18834,47,775,THE PERFECT CUP INC,4700 N DAMEN AVE,60625
18858,42,775,DUNKIN DONUTS BASKIN ROBBINS,222 W MERCHANDISE MART PLZ 203,60654
18859,24,708,TALL CITY STAGE & CINEMA,3100 W FILLMORE ST 1,60612
18875,19,673,GORMAN CONSTRUCTION COMPANY,10525 S CAMPBELL AVE 1ST,60655
18893,35,775,PONCITLAN RESTAURANT NO 2,4003 W ARMITAGE AVE # 1,60639
18896,42,NaN,BRIAN'S JUICE BAR & DELI.,80 E LAKE ST  1,60601
189,16,763,WILLIAMS INN,5701 S ASHLAND AVE,60636
18937,1,775,HANDLEBAR CHICAGO,2311 W NORTH AVE 1ST,60647
18941,42,774,GOURMET PANTRY,155 N MICHIGAN AVE,60601
18945,49,NaN,RENT-A-CENTER #D55,6718 N CLARK ST SR 1,60626
1896,41,775,STARBUCKS,11601 W TOUHY AVE  G CON,60666
18969,10,775,L & G FAMILY RESTAURANT INC,10401 S TORRENCE AVE  1,60617
18986,50,775,U LUCKY DAWG,6821 N WESTERN AVE,60645
19,43,829,BURWOOD TAP,724 W WRIGHTWOOD AVE,60614
19017,42,638,CROWNE PLAZA CHGO-THE SILVERSMITH,10 S WABASH AVE,60603
19046,48,775,QUICK STOP PANTRY,5357 N CLARK ST 1ST,60640
19064,6,NaN,BELLA CONSTUCTION OF ILLINOIS,616 E 71ST ST # 1ST,60619
19071,11,NaN,C.P. INTERNATIONAL DESIGNS,2201 S HALSTED ST 3RD,60608
19072,42,NaN,BRIDGET CHRISTIAN DESIGNS,5 S WABASH AVE  2103,60603
191,43,763,HAPPY'S BAMBOO BAR & LOUNGE,2247 N LINCOLN AVE 1,60614
19106,23,NaN,A-1    SMART START OF GREATER CHICAGO,5635 W 55TH ST 1ST,60638
19108,16,NaN,SEATON TRUCKING INC.,6229 S HOYNE AVE,60636
1913,24,817,KAGAN INDUSTRIES DIVISION,1101 S KILBOURN AVE,60624
19135,32,NaN,CASE CENTRAL DAYCARE CENTER,2222 N KEDZIE BLVD BSM - 3RD,60647
19150,33,NaN,DMORENO CONSTRUCTION INC,3460 W LAWRENCE AVE  2,60625
19160,10,775,EL JACALITO,8465 S COMMERCIAL AVE 1ST,60617
19165,4,743,MANHATTAN'S ON DEARBORN,415 S DEARBORN ST  #4,60605
19166,47,775,LAKEVIEW BILLIARD CAFE,3449 N LINCOLN AVE,60657
19168,3,666,BP AMOCO,3101 S MICHIGAN AVE 1ST,60616
19171,31,NaN,"EXECUTIVE TOUR 1, INC.",4612 W DIVERSEY AVE  B,60639
19258,8,NaN,LP'S WASH-O-MATIC,8932 S COTTAGE GROVE AVE # 1,60619
19271,30,NaN,JANECE MERROW & DIE CUT,6126 W NELSON ST  1ST,60634
19285,44,NaN,BARRY CLEANERS,3054 N SHEFFIELD AVE,60657
19293,35,775,LA PANADERIA CENTRAL BAKERY,4348 W ARMITAGE AVE  1ST,60639
19295,30,NaN,POLO OPTYKA,3021 N MILWAUKEE AVE  1ST,60618
19312,39,NaN,KEYSTONE ACE HARDWARE,4050 W LAWRENCE AVE  1ST,60630
19340,10,NaN,CRONIMET,10602-40 S BUFFALO AVE,60617
19367,12,NaN,SILVER TOWN,3101 W 26TH ST  A2,60623
19384,50,775,JUNG DONG RESTAURANT,6320 N LINCOLN AVE,60659
19390,50,775,MEDITERRANEAN PITA HOUSE,2401 W DEVON AVE,60659
19416,42,763,HOULIHAN'S,111 E WACKER DR,60601
19420,27,638,LA SCAROLA,721 W GRAND AVE 1ST,60654
19480,11,NaN,K & R MOBILE SERVICE,2521  -02523 S ARCHER AVE 1ST,60608
1949,42,NaN,THE BOSTON CONSULTING GROUP,200 S WACKER DR,60606
19514,25,775,LA MICHOACANA,2049 W CERMAK RD  1ST,60608
19544,23,775,HARMONY RESTAURANT,6525 W ARCHER AVE  1,60638
19562,17,775,RAINBOW GROCERY,2003 W 69TH ST  1ST,60636
19580,16,NaN,LOPEZ REMODELING,5821 S CLAREMONT AVE 1ST,60636
19587,42,NaN,MERILEE ELLIOTT INTERIORS,222 W MERCHANDISE MART PLZ  1533A,60654
19608,42,NaN,DAYAL RESOURCES INC,150 E HURON ST  1102,60611
19617,43,NaN,THE UPS STORE,2038 N CLARK ST  1ST,60614
19637,47,NaN,AAA CONSTRUCTION CORP,4314 N CLAREMONT AVE,60618
19645,20,NaN,JACKSON HEWITT TAX SERVICE,4858 S ASHLAND AVE 1ST,60609
19648,4,638,CALYPSO CAFE,5211 S HARPER AVE  2ND L,60615
19659,43,763,JOHN'S FINER FOODS,1950 N SEDGWICK ST,60614
197,27,775,ONE ELEVEN FOOD & LIQUOR INC,111 N KEDZIE AVE,60612
1970,21,NaN,PAYLESS SHOE SOURCE #6544,112 W 87TH ST,60620
19711,19,NaN,LEONARD & SON CONSTRUCTION INC,10321 S HOMAN AVE # 1,60655
1974,34,NaN,HEAT TREAT CORP OF AMERICA,1120 W 119TH ST,60643
19755,20,NaN,SANFRATELLO CONSTRUCTION,4910-4914 S PAULINA ST,60609
1977,42,NaN,CMD CORPORATION,227 W MONROE ST,60606
19780,42,NaN,STRIKER SECURITIES,141 W JACKSON BLVD  3602,60604
19796,29,602,EUROPEAN QUALITY TUCKPOINTING,7032 W BELMONT AVE 1,60634
19818,8,775,POPEYE'S CHICKEN & BISCUITS,7430 S STONY ISLAND AVE  1,60649
19841,29,816,REFURBISHED OFFICE ENVIRONMENT,905 S MENARD AVE  1,60644
19852,34,775,WENDY'S OLD FASHIONED HAMBURGER,758 W 117TH ST,60628
1986,25,NaN,ELASTOMER PROCESSING GROUP,2448 W 24TH ST  1ST F,60608
19869,32,NaN,DELJO HEATING & COOLING INC,2700 N CAMPBELL AVE,60647
19871,43,775,7 - ELEVEN,2264 N CLARK ST,60614
19888,19,NaN,LC CONSULTING & PROPERTY SERVICES,11001 S FAIRFIELD AVE,60655
19891,42,NaN,"NOVION, LLC",303 W ERIE ST  309,60610
19902,42,NaN,C & B TABBACO,29 S LA SALLE ST  LOBBY,60603
19916,42,NaN,PETCO #1965,440 N ORLEANS ST,60610
1994,41,NaN,ARTISTRY ENGRAVING EMBOSSING,6000 N NORTHWEST HWY,60631
19965,30,NaN,INTERNET REAL ESTATE LTD,5904 W FULLERTON AVE,60639
19976,39,NaN,TEAM CONSTRUCTION,6348 N MILWAUKEE AVE  309,60646
19979,38,NaN,FRAMAR,6021 W GIDDINGS ST 1ST,60630
200,12,NaN,MI TIERRA-SOUTH,2528 S KEDZIE AVE 1,60623
2000,12,NaN,B & J WIRE INC,1965 W PERSHING RD E BLDG,60609
20019,42,NaN,GLOBAL INDUSTRIES MIDWEST,222 W MERCHANDISE MART PLZ 10 1035,60654
2003,36,775,LITTLE CAESAR PIZZA #1729,2839 N NARRAGANSETT AVE 1 1,60634
200332,44,763,lakeview food mart,711 W BELMONT AVE,60657
200546,42,NaN,COHEN GORENSTEIN LLC,319 S JEFFERSON ST FL00R 3,60661
200552,10,829,"LEMON TREE TOO, INC.",10400 S MUSKEGON AVE,60617
20062,50,NaN,NEW DEVON VIDEO,2304 W DEVON AVE  1ST,60659
200663,15,775,WOOD FOOD MART,5600 S WOOD ST 1ST,60636
200738,42,775,FAIRFIELD INN & SUITES - DOWNTOWN CHICAGO,216 E ONTARIO ST,60611
200885,42,775,NAHA RESTAURANT,500 N CLARK ST,60654
201011,37,NaN,QUEEN NAIL,5430 W CHICAGO AVE  N5,60651
20102,23,775,TACO BELL #2513,6944 S ARCHER AVE,60638
