vid,make,model,year,fuel_type,owner
2453,TOYOTA,CAMRY,2015,HYBRID,HARKISHAN BHATTI
2467,TOYOTA,CAMRY,2012,HYBRID,SUNSET TAXI CORP
4667,TOYOTA,PRIUS,2013,HYBRID,BOMBAY TAXI SERVICE
3708,TOYOTA,CAMRY,2014,HYBRID,SANTORINI THREE CAB CORP.
231,TOYOTA,PRIUS,2016,HYBRID,BABY CAB CORP.
4038,TOYOTA,CAMRY,2012,HYBRID,SUMAR INC
5035,TOYOTA,PRIUS,2016,HYBRID,HEITOR G. GARCIA
6417,FORD,ESCAPE,2012,HYBRID,GREEN EYES CAB CORP.
3500,TOYOTA,PRIUS,2014,HYBRID,MUSA TAXI CORP
222,TOYOTA,RAV4,2016,HYBRID,ANSONG TRANS INC
4117,TOYOTA,PRIUS,2014,HYBRID,SENAIT MEBRAHTU
4169,TOYOTA,CAMRY,2012,HYBRID,DENBENA INC
2651,TOYOTA,PRIUS,2015,HYBRID,MEBRET CORP.
2656,TOYOTA,PRIUS,2014,HYBRID,LYLE CAB COMPANY
2105,TOYOTA,RAV4,2017,HYBRID,"ILIRIDA TRANS, INC."
881,TOYOTA,PRIUS,2013,HYBRID,TEGORBA CAB CORP
3654,TOYOTA,PRIUS,2012,HYBRID,CHADWICK CAPITAL CORP
1101,FORD,ESCAPE,2011,HYBRID,HAFIZ CAB CORP
4684,TOYOTA,PRIUS,2012,HYBRID,AQUARIUS CAB INC.
5852,KIA,SOUL,2016,GASOLINE,CHICAGO MEDALLION FIVE LLC
874,TOYOTA,SIENNA,2018,GASOLINE,TAXI ME INC
949,TOYOTA,PRIUS,2014,HYBRID,GREENVALE TAXI LLC
4693,TOYOTA,CAMRY,2012,HYBRID,PAPPU TRANS INC.
2925,TOYOTA,PRIUS,2013,HYBRID,LEMAJ INC
5229,FORD,ESCAPE,2011,HYBRID,PUNJAB CORP
290,TOYOTA,SIENNA,2019,GASOLINE,ANALLAH CAB CO.
1209,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO X, INC."
1988,TOYOTA,CAMRY,2015,HYBRID,LINCOLNSHIRE SERVICE CORP.
2169,TOYOTA,PRIUS,2012,HYBRID,KIMBERLY TAXI CO
5717,TOYOTA,RAV4,2017,HYBRID,JORO CAB COMPANY INCORPORATED
2774,TOYOTA,PRIUS,2013,HYBRID,RELAX CAB CO INC
2784,TOYOTA,CAMRY,2014,HYBRID,DARLING CAB CO
6329,TOYOTA,PRIUS,2014,HYBRID,"TAXI MEDALLION GROUP,LLC SERIESVIII"
987,TOYOTA,PRIUS,2012,HYBRID,BLUE EYES CAB CORP.
3243,DODGE,CARAVAN,2016,FLEX FUEL,SYED W AHMED
2735,TOYOTA,RAV4,2020,HYBRID,MESSE & YAT INC
2120,TOYOTA,RAV4,2016,GASOLINE,PAAKWASI INC
53,FORD,FUSION,2014,HYBRID,MR TAXI 2 INC
3674,TOYOTA,RAV4,2015,GASOLINE,DING DONG TAXICAB INC
6362,TOYOTA,RAV4,2017,HYBRID,NASREEN CAB CO
6810,TOYOTA,CAMRY,2017,GASOLINE,POKU TAXI CORP
2174,TOYOTA,SCION,2013,GASOLINE,W & D CAB CO
2407,TOYOTA,CAMRY,2013,HYBRID,SETARE INC.
3259,TOYOTA,CAMRY,2016,HYBRID,JARAL CAB CO
2265,TOYOTA,CAMRY,2014,HYBRID,JACOB ABRAHAM CAB CO
3959,TOYOTA,PRIUS,2014,HYBRID,J K T CAB CO
2235,VPG,MV-1,2014,GASOLINE,CHITOWN CAB INC. # III
6199,TOYOTA,CAMRY,2013,HYBRID,NEEYAT CORP.
4765,TOYOTA,PRIUS,2014,HYBRID,ASLI TAXI INC
5512,TOYOTA,PRIUS,2013,HYBRID,JESSIE 1 INC.
2747,DODGE,GRAND CARAVAN,2012,FLEX FUEL,LEMAJ INC
3899,TOYOTA,CAMRY,2014,HYBRID,GREAT WAYS TAXI INC
4493,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
344,TOYOTA,CAMRY,2012,HYBRID,MCCAB XX CORP.
997,FORD,ESCAPE,2012,HYBRID,PLAYING POLO IN CHICAGO INC
3892,TOYOTA,PRIUS,2014,HYBRID,CHIMTAL INC.
4014,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIES XIV
2141,TOYOTA,PRIUS,2012,HYBRID,CHADWICK CAPITAL CORP
3969,TOYOTA,RAV4,2016,GASOLINE,PEZHMAN CAB CO
2630,TOYOTA,CAMRY,2015,HYBRID,MCCAB  IV CORP.
3921,TOYOTA,CAMRY,2014,HYBRID,CHITOWN CAB INC # II
589,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO V, INC."
4671,TOYOTA,CAMRY,2013,HYBRID,I & F CAB CO.
2830,TOYOTA,PRIUS,2012,HYBRID,HASEEB INC
2860,TOYOTA,CAMRY,2014,HYBRID,A & Z CAB INC
2980,TOYOTA,CAMRY,2017,HYBRID,CHICAGOS FIVE STAR EXPRESS INC
4898,TOYOTA,CAMRY,2015,HYBRID,E & E TAXI COMPANY
3809,TOYOTA,PRIUS,2015,HYBRID,JBL Express Inc.
5382,TOYOTA,CAMRY,2016,HYBRID,D. K. CAB CO.
262,TOYOTA,CAMRY,2016,GASOLINE,CHI-TOWN TAXI LLC
5570,TOYOTA,CAMRY,2013,HYBRID,MECHID INC
1455,TOYOTA,PRIUS,2014,HYBRID,ROSE TAXICAB INC
1979,TOYOTA,PRIUS,2014,HYBRID,NEW MILLENNIUM INC. #1
1330,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
2929,TOYOTA,CAMRY,2012,HYBRID,CLASSICAL CAB COMPANY
4105,TOYOTA,CAMRY,2014,HYBRID,NOBLE TAXICAB INC.
1414,TOYOTA,PRIUS,2013,HYBRID,MAI-BELLA INC
3322,TOYOTA,CAMRY,2012,HYBRID,AKAL CAB COMPANY
4034,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION ONE LLC.
1800,TOYOTA,CAMRY,2014,HYBRID,AD & GIU EXPRESS CORP.
6306,NISSAN,ALTIMA,2011,HYBRID,LEMAJ INC
3994,TOYOTA,CAMRY,2017,HYBRID,RUMEX INC
2646,TOYOTA,PRIUS,2013,HYBRID,LUCKY 7 CAB COMPANY
183,FORD,ESCAPE,2012,HYBRID,KING EDWARD CAB CORP.
2989,TOYOTA,CAMRY,2014,HYBRID,SHUMAILA CAB CO
172,TOYOTA,PRIUS,2013,HYBRID,IL 8 CORP
2991,TOYOTA,CAMRY,2013,HYBRID,KIM CAB INC
6620,TOYOTA,CAMRY,2017,HYBRID,NORTH KING CAB COMPANY
2499,HYUNDAI,ELANTRA,2018,GASOLINE,PAROS CAB CORP.
5892,TOYOTA,CAMRY,2012,HYBRID,LAKEPOINT CAB CO
3196,TOYOTA,RAV4,2018,HYBRID,ADDISU CAB CORPORATION
6624,TOYOTA,CAMRY,2017,HYBRID,TAXI 4 YOU INC
2285,TOYOTA,CAMRY,2013,HYBRID,S & A TRANSPORTATION
2864,TOYOTA,CAMRY,2014,HYBRID,SKY TAXI INC
3036,TOYOTA,COROLLA,2016,GASOLINE,LUCKY 7 CAB COMPANY
843,DODGE,GRAND CARAVAN,2016,GASOLINE,MCCAB IX CORP.
3213,TOYOTA,CAMRY,2013,HYBRID,AKAL TRANSPORT CORP
6419,TOYOTA,CAMRY,2012,HYBRID,ARBAB INC.
3250,TOYOTA,SIENNA,2017,GASOLINE,SHOSHOO CAB INC.
3273,TOYOTA,CAMRY,2016,HYBRID,K & Y CAB INC.
1916,NISSAN,ALTIMA,2011,HYBRID,TOCCA TAXI LLC
1297,TOYOTA,CAMRY,2014,HYBRID,ANNAFO INC
4141,HONDA,CRV,2015,GASOLINE,"AMPONSAH, CORP."
1583,TOYOTA,CAMRY,2013,HYBRID,ATTY CAB CO
2597,TOYOTA,PRIUS,2013,HYBRID,RIDEWAY CAB CO
4742,TOYOTA,CAMRY,2016,HYBRID,JUICY J INC
2426,TOYOTA,CAMRY,2010,HYBRID,FARHAN TRANSPORTATION INC.
3300,TOYOTA,CAMRY,2015,HYBRID,ROOTS SLICK INC.
6295,TOYOTA,RAV4,2018,HYBRID,MUSSA CAB CORP.
1786,TOYOTA,CAMRY,2015,HYBRID,ELSTON EIGHTEEN LLC
3862,TOYOTA,CAMRY,2013,HYBRID,IL 4 CORP.
6437,NISSAN,ALTIMA,2011,HYBRID,MEMON INC.
2759,TOYOTA,SIENNA,2020,GASOLINE,FAZAL INC
4896,DODGE,GRAND CARAVAN,2014,FLEX FUEL,KING'S CORP
3718,TOYOTA,PRIUS,2012,HYBRID,DURETI AND DERARTU INC
4052,TOYOTA,PRIUS,2014,HYBRID,MASKAB INC
792,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XI, INC."
3623,TOYOTA,PRIUS,2015,HYBRID,ARRINGTON ENTERPRISES INC
3942,TOYOTA,CAMRY,2019,HYBRID,HILAL EXPRESS LLC
3192,TOYOTA,CAMRY,2012,HYBRID,BARBOSA INC
1130,TOYOTA,PRIUS,2013,HYBRID,G. A. S. CAB CO
4390,TOYOTA,SIENNA,2013,GASOLINE,SABREENA TAXI CO
2352,TOYOTA,CAMRY,2013,HYBRID,NEXTGEN TAXI I INC
2888,TOYOTA,PRIUS,2014,HYBRID,"LINCOLNSHIRE SERVICE II, CORP."
4132,TOYOTA,CAMRY,2012,HYBRID,RUFINO RODRIGUEZ
2006,NISSAN,SENTRA,2019,GASOLINE,CHARLES TAXI LLC
3061,TOYOTA,CAMRY,2013,HYBRID,SUKHI ENTERPRISES INC.
2997,TOYOTA,RAV4,2017,HYBRID,SPEEDY TAXI CORP
2369,TOYOTA,CAMRY,2012,HYBRID,WHITE ROSE CHICAGO CORP
6638,TOYOTA,CAMRY,2016,HYBRID,KHAN CAB CO
4158,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
3664,TOYOTA,PRIUS,2012,HYBRID,LUXURY LINE TAXI CAB INC
3706,TOYOTA,COROLLA,2017,GASOLINE,ITHAKA CAB CORP
4229,TOYOTA,PRIUS,2015,HYBRID,OAM INC
6548,TOYOTA,CAMRY,2014,HYBRID,"TUDA 4U, CORP."
1918,TOYOTA,CAMRY,2014,HYBRID,HARRAH INC
4195,NISSAN,ALTIMA,2011,HYBRID,IMOLA TAXI LLC
1396,TOYOTA,SIENNA,2016,HYBRID,ALHAMDULILLAH INC.
981,FORD,ESCAPE,2012,HYBRID,MAMA FOUR CAB CORP.
5731,TOYOTA,CAMRY,2016,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES 32"
3983,TOYOTA,PRIUS,2018,HYBRID,SHAMKEREN INC
4140,TOYOTA,PRIUS,2012,HYBRID,SALEH CAB CORP
6525,TOYOTA,CAMRY,2014,HYBRID,BHATTI TAXI INC
2159,NISSAN,SENTRA,2019,GASOLINE,DEKA CAB CORP
3878,TOYOTA,COROLLA,2020,GASOLINE,SOTACHKA CORP
1848,TOYOTA,PRIUS,2012,HYBRID,BEDFORD CAB CORP
4447,NISSAN,ALTIMA,2011,HYBRID,BAYERN TAXI LLC
1926,TOYOTA,PRIUS,2013,HYBRID,NICOLAE TOMA
1308,TOYOTA,PRIUS,2016,HYBRID,YC22 LLC
3085,TOYOTA,CAMRY,2014,HYBRID,3085 TAXI CORP.
3545,TOYOTA,CAMRY,2013,HYBRID,KHAN CAB CO
2938,TOYOTA,PRIUS,2014,HYBRID,SMC CAB CORP.
140,TOYOTA,PRIUS,2015,HYBRID,MR TAXI 1 INC
400,TOYOTA,CAMRY,2013,HYBRID,CHAUDHRY STARS INC
5599,TOYOTA,CAMRY,2013,HYBRID,EXPERIENCE CHICAGO INC.
5746,DODGE,GRAND CARAVAN,2012,FLEX FUEL,PERSISTENCE TAXI LLC
6497,TOYOTA,PRIUS,2011,HYBRID,FARHAN TRANSPORTATION INC.
128,TOYOTA,PRIUS,2013,HYBRID,WALTUN BROTHERS INC.
2165,TOYOTA,CAMRY,2014,HYBRID,VLAD CAB INC
4222,TOYOTA,CAMRY,2014,HYBRID,4258 TAXI CORP.
2884,TOYOTA,CAMRY,2013,HYBRID,SKY TAXI INC
6372,TOYOTA,CAMRY,2019,HYBRID,RISING STAR CAB INC.
1199,FORD,ESCAPE,2012,HYBRID,GREEN EYES CAB CORP.
4250,TOYOTA,CAMRY,2014,HYBRID,IVONNE CAB CO INC
1073,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XIV, INC."
1774,TOYOTA,CAMRY,2016,HYBRID,SHEULISHERI EXPRESS INC
1234,FORD,ESCAPE,2011,HYBRID,ASCEND INVESTMENTS INCORPORATED
3451,TOYOTA,PRIUS,2014,HYBRID,IMC CAB CORP
320,TOYOTA,COROLLA,2018,GASOLINE,GEMINI TAXI CORP
20,TOYOTA,CAMRY,2015,HYBRID,HAMMEDOT INC
3008,TOYOTA,CAMRY,2016,HYBRID,MIKA CAB CO INC
3217,TOYOTA,PRIUS,2012,HYBRID,"EAGLE EXPRESS, INC."
711,FORD,ESCAPE,2012,HYBRID,JZG TRANSIT CO.
3538,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO X, INC."
5840,TOYOTA,CAMRY,2010,HYBRID,ONYE-IBO CAB CO
1795,TOYOTA,PRIUS,2013,HYBRID,VOHRA ENTERPRISES INC
1983,TOYOTA,CAMRY,2014,HYBRID,IL 3 CORP.
3634,TOYOTA,CAMRY,2018,HYBRID,BIG APPLE CAB TWO CO
1760,FORD,ESCAPE,2010,HYBRID,M A SALAM CAB CO
5426,TOYOTA,PRIUS,2014,HYBRID,AKUBA TRANSPORT INC
1155,TOYOTA,SCION,2013,GASOLINE,CLODOMY SOUFFRANT
5147,TOYOTA,PRIUS,2012,HYBRID,"I & B MIDWEST ENTERPRISE, INC."
3608,TOYOTA,PRIUS,2013,HYBRID,"DAMAN TRANSIT, INC."
5696,TOYOTA,PRIUS,2013,HYBRID,"CHICAGO CAB, INC. #1"
3647,TOYOTA,CAMRY,2012,HYBRID,J J CHICAGO INC
5161,TOYOTA,SCION,2014,GASOLINE,TABU TAXI CORP.
4074,TOYOTA,CAMRY,2015,HYBRID,BUKHARI ENT INC.
1444,TOYOTA,CAMRY,2013,HYBRID,BADJILMA TOMBOOUDA
2188,TOYOTA,PRIUS,2013,HYBRID,ROADWAY INC
2227,TOYOTA,CAMRY,2014,HYBRID,R & A CAB INC
1576,TOYOTA,CAMRY,2015,HYBRID,POPO INC
2942,NISSAN,SENTRA,2019,GASOLINE,ANY CAB CORP.
820,TOYOTA,PRIUS,2011,HYBRID,MEDALLION FUNDING CHICAGO CORP II
2312,TOYOTA,CAMRY,2017,HYBRID,SAMUEL WUBET TAMENE
4030,NISSAN,ALTIMA,2011,HYBRID,TAXI FOR LESS INC
5165,SCION,XB,2015,GASOLINE,PORTO CAB INC.
1134,FORD,ESCAPE,2012,HYBRID,CRAZY JEFFREY CAB CORP
2208,TOYOTA,PRIUS,2013,HYBRID,AMR CAB CORP.
6194,TOYOTA,PRIUS,2016,HYBRID,U CAB INC
3498,TOYOTA,CAMRY,2014,HYBRID,JUSTICE CAB CO
1105,FORD,ESCAPE,2012,HYBRID,PLAYING POLO IN CHICAGO INC
4168,TOYOTA,CAMRY,2016,HYBRID,E & B EXPRESS CORP.
1002,TOYOTA,PRIUS,2014,HYBRID,CITY TRANS INC
4706,TOYOTA,CAMRY,2016,HYBRID,EINOLHAYAT CORP
2677,TOYOTA,CAMRY,2011,HYBRID,MCCAB X CORP.
6183,TOYOTA,SIENNA,2020,GASOLINE,KHANI CORP
6202,TOYOTA,PRIUS,2013,HYBRID,CHOICE ENTERPRISE INC.
4566,TOYOTA,SIENNA,2019,GASOLINE,FDALA1 INC.
1351,TOYOTA,CAMRY,2013,HYBRID,CHAUDHARY TRANS CO.
2891,TOYOTA,CAMRY,2016,HYBRID,"HIRO CAB COMPANY, INC."
1098,NISSAN,ALTIMA,2011,HYBRID,TAXI FOR LESS INC
5581,TOYOTA,PRIUS,2013,HYBRID,AMRIT CAB CO.
5010,TOYOTA,CAMRY,2015,HYBRID,BOK CAB CO
3940,TOYOTA,COROLLA,2018,GASOLINE,WE CAB CO.
4909,TOYOTA,PRIUS,2012,HYBRID,EDEN KELETA CAB CORP
6271,TOYOTA,PRIUS,2012,HYBRID,BEDFORD CAB CORP
1041,TOYOTA,CAMRY,2011,HYBRID,T & R CAB CO
5490,TOYOTA,CAMRY,2011,HYBRID,STREETS OF CHICAGO TAXI CO
1310,TOYOTA,CAMRY,2013,HYBRID,SUPERIOR CAB CO INC
4736,TOYOTA,CAMRY,2015,HYBRID,INDUS CAB CO
6196,TOYOTA,CAMRY,2016,HYBRID,U CAB INC
2817,TOYOTA,PRIUS,2012,HYBRID,AMIR DAOOD
2766,TOYOTA,PRIUS,2014,HYBRID,SOLIANA CORP
1845,TOYOTA,PRIUS,2016,HYBRID,J & I CAB CORP
210,DODGE,CARAVAN,2016,GASOLINE,IL 9 CORP
6951,TOYOTA,SIENNA,2015,GASOLINE,BIG APPLE CAB TWO CO
6121,TOYOTA,SIENNA,2017,GASOLINE,"FOUMBOT, INC."
912,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
466,TOYOTA,CAMRY,2011,HYBRID,MCCAB XI CORP.
600,TOYOTA,PRIUS,2014,HYBRID,SLSJETS III CAB CORP.
4962,FORD,ESCAPE,2010,HYBRID,CHICAGO EXPRESS INC. II
968,TOYOTA,PRIUS,2012,HYBRID,Z & M RIDE INC
144,TOYOTA,CAMRY,2013,HYBRID,ADE'S ENTERPRISES INC
6663,TOYOTA,CAMRY,2014,HYBRID,SST CAB CO
2841,TOYOTA,CAMRY,2014,HYBRID,RIZQ CAB CO
6913,DODGE,CARAVAN,2017,FLEX FUEL,BADIA INC
164,TOYOTA,PRIUS,2014,HYBRID,IL 7 CORP
41,FORD,ESCAPE,2012,HYBRID,NECT 19 LLC
5387,TOYOTA,CAMRY,2013,HYBRID,SETARE 2 INC
2115,HYUNDAI,SONATA,2015,GASOLINE,MAYFAIR CAB LLC
4201,TOYOTA,CAMRY,2014,HYBRID,SUNFLOWER CAB CO.
2411,TOYOTA,PRIUS,2013,HYBRID,BAZZI CAB COMPANY
3909,TOYOTA,PRIUS,2014,HYBRID,"CHICAGO CITY TAXI, INC."
3291,TOYOTA,PRIUS,2013,HYBRID,MIGUEL A. MANZO
2831,TOYOTA,PRIUS,2012,HYBRID,MAZA CAB COMPANY
2008,TOYOTA,CAMRY,2017,HYBRID,MONJI INC
3676,TOYOTA,PRIUS,2014,HYBRID,SANIYA CAB CO.
4498,TOYOTA,CAMRY,2017,HYBRID,AH KHAN CORPORATION
4126,TOYOTA,CAMRY,2012,HYBRID,G & KAMAL INC
4992,TOYOTA,CAMRY,2018,GASOLINE,J Y & S H INC
54,TOYOTA,PRIUS,2013,HYBRID,TAXALE TAXI INC
5014,TOYOTA,PRIUS,2014,HYBRID,CASBAH TRANS INC
5040,DODGE,CARAVAN,2016,HYBRID,CHATHA ENTERPRISES INC
5070,TOYOTA,PRIUS,2014,HYBRID,CHATHA ENTERPRISES INC
5257,TOYOTA,SIENNA,2019,GASOLINE,BLUE NILES CAB CO
6535,TOYOTA,CAMRY,2013,HYBRID,SARIMAAYAN CORP
234,HONDA,CRV,2016,HYBRID,JNJJ.RASCON INC
1376,TOYOTA,CAMRY,2013,HYBRID,ZEE SULTAN CORP
4092,SCION,XB,2015,GASOLINE,OKIES CAB CORP.
5662,TOYOTA,CAMRY,2016,HYBRID,RAHWA & BROS. CAB CO
3266,TOYOTA,RAV4,2018,GASOLINE,AFABOLA INC
2777,TOYOTA,CAMRY,2013,HYBRID,CATHY CAB CO
4167,TOYOTA,CAMRY,2015,GASOLINE,CHICAGO MEDALLION TWO LLC.
196,FORD,ESCAPE,2012,HYBRID,DAMMA CAB CORP
37,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XIII, INC."
5083,TOYOTA,SIENNA,2019,GASOLINE,AFISCO CORPORATION
2224,TOYOTA,PRIUS,2013,HYBRID,"BOLAKO, INC"
31,TOYOTA,PRIUS,2014,HYBRID,LBJ CAB CORP.
4246,FORD,ESCAPE,2011,HYBRID,SLSJETS I CAB CORP.
4501,TOYOTA,CAMRY,2016,HYBRID,CITI MOTORS INC.
115,TOYOTA,CAMRY,2015,HYBRID,IL 7 CORP
5246,KIA,SORENTO,2016,GASOLINE,SAVE RAINFORESTS INC
2493,HYUNDAI,ELANTRA,2018,GASOLINE,PAROS CAB CORP.
5524,TOYOTA,PRIUS,2013,HYBRID,DUKE'S 07 CORP.
3767,TOYOTA,CAMRY,2016,HYBRID,MORAN TAXI INC
3729,TOYOTA,PRIUS,2010,HYBRID,HATEF CAB CO.
3484,TOYOTA,CAMRY,2014,HYBRID,DEVINDER S. RANGI INC
4053,TOYOTA,CAMRY,2013,HYBRID,ADWAR H NIKOLA
3560,TOYOTA,COROLLA,2016,GASOLINE,CORPORAL CAB CO
384,TOYOTA,RAV4,2018,HYBRID,MASHAALLAH HNZ CORP
2313,FORD,ESCAPE,2011,HYBRID,SHAHI INC
1873,HYUNDAI,ELANTRA,2018,GASOLINE,POSEIDON CAB CORP
848,TOYOTA,PRIUS,2015,HYBRID,CHI AIRPORTS LANDFLIGHT INC.
4495,TOYOTA,CAMRY,2015,HYBRID,MORAN TAXI INC
1834,FORD,ESCAPE,2012,HYBRID,TAXALE TAXI INC
2531,TOYOTA,PRIUS,2012,HYBRID,ALI TAXI CORP.
5045,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVI, INC"
1227,TOYOTA,CAMRY,2013,HYBRID,J J CHICAGO INC
2302,TOYOTA,CAMRY,2014,HYBRID,AUJLA CAB CO
2232,TOYOTA,PRIUS,2015,HYBRID,MASSAWA PORT CITY INC
149,TOYOTA,CAMRY,2014,HYBRID,IL 7 CORP
3651,TOYOTA,CAMRY,2014,HYBRID,DEGAN INC.
5789,TOYOTA,CAMRY,2013,HYBRID,"JEHAN TRANS, INC."
6085,TOYOTA,CAMRY,2013,HYBRID,CHICAGO SUPERSONIC CAB CORP
5642,TOYOTA,CAMRY,2016,HYBRID,ASHRAF CORP
1596,TOYOTA,PRIUS,2013,HYBRID,CHEVRON TAXI INC
5920,FORD,ESCAPE,2012,HYBRID,SAWA TAXI CORP
5276,TOYOTA,CAMRY,2014,HYBRID,IMC CAB CORP
5907,TOYOTA,CAMRY,2019,HYBRID,DUA CAB CO
4227,TOYOTA,PRIUS,2014,HYBRID,TRIBECA THREE CAB CORP.
2500,HYUNDAI,ELANTRA,2018,GASOLINE,PAROS CAB CORP.
2371,TOYOTA,PRIUS,2013,HYBRID,NEXTGEN TAXI I INC
4359,TOYOTA,CAMRY,2016,HYBRID,"NORTHSIDE TAXI 4359, LLC"
3437,TOYOTA,PRIUS,2013,HYBRID,"3437 TAXI, INC."
1601,TOYOTA,CAMRY,2013,HYBRID,PUNJAB CORP
251,FORD,FUSION,2012,HYBRID,M'ZAIR CAB INC
535,TOYOTA,CAMRY,2014,HYBRID,DERYJES INC
5686,TOYOTA,SIENNA,2019,GASOLINE,EFFISCO CORP
2259,TOYOTA,RAV4,2018,HYBRID,"SHAPIRTA 1, CORP."
6567,TOYOTA,CAMRY,2014,HYBRID,J J B B INC
3722,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO IX, INC."
1573,FORD,FUSION,2014,HYBRID,TAHITI TAXI LTD
3018,TOYOTA,CAMRY,2016,HYBRID,"DERLY'S CAB CO., INC."
1151,NISSAN,SENTRA,2019,GASOLINE,METRO GLOBAL INC
3791,TOYOTA,PRIUS,2014,HYBRID,MACCAN INC
5943,TOYOTA,CAMRY,2013,HYBRID,DUZO CAB CORPORATION
978,TOYOTA,CAMRY,2014,HYBRID,CASABLANCA CORPORATION
4248,TOYOTA,PRIUS,2013,HYBRID,IMC CAB CORP
5177,DODGE,CARAVAN,2016,FLEX FUEL,N D Z 2 CORP.
2976,TOYOTA,CAMRY,2013,HYBRID,BELL CAB CO
2650,TOYOTA,CAMRY,2015,HYBRID,CRYSTAL EXPRESS INC.
5343,TOYOTA,CAMRY,2013,HYBRID,RAMEESHA INC
3905,VPG,MV-1,2016,GASOLINE,"KWAME, INCORPORATED"
4569,TOYOTA,CAMRY,2014,HYBRID,NITA CORP
3752,TOYOTA,PRIUS,2014,HYBRID,HARVIN CAB CO
5510,TOYOTA,CAMRY,2018,GASOLINE,MIRACLE EXPRESS INC.
2113,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
3549,TOYOTA,CAMRY,2016,HYBRID,GEORGE ATTO
5427,TOYOTA,CAMRY,2013,HYBRID,MIRACLE EXPRESS INC.
5472,TOYOTA,PRIUS,2014,HYBRID,AIRPORT EXPRESS CAB COMPANY
917,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
5993,DODGE,GRAND CARAVAN,2017,FLEX FUEL,FANTASTIC TAXI INC
3764,TOYOTA,CAMRY,2019,HYBRID,"MUGHAL BROTHERS, INC."
5134,TOYOTA,CAMRY,2013,HYBRID,"REMEMBER TAXI, INC."
135,DODGE,CARAVAN,2016,FLEX FUEL,MCCAB XXIII CORP.
3598,TOYOTA,PRIUS,2014,HYBRID,BELICAGO TAXI LLC
17,TOYOTA,CAMRY,2017,HYBRID,F & F  1 TRANS INC
5526,CHEVROLET,EQUINOX,2014,GASOLINE,BALD EAGLE LIMITED
2456,FORD,ESCAPE,2012,HYBRID,"I & B MIDWEST ENTERPRISE, INC."
5771,TOYOTA,CAMRY,2014,HYBRID,P NINO TRANS INC
4264,TOYOTA,CAMRY,2017,HYBRID,T20 INC
5536,TOYOTA,CAMRY,2013,HYBRID,SWAT EXPRESS INC
1953,FORD,ESCAPE,2012,HYBRID,TAXALE TAXI INC
590,TOYOTA,PRIUS,2012,HYBRID,"CHICAGO POLO XIII, INC."
1448,TOYOTA,CAMRY,2014,HYBRID,S & R TAXI CO
4760,TOYOTA,CAMRY,2016,HYBRID,"ELANNANI TRANS, INC"
3416,TOYOTA,PRIUS,2013,HYBRID,KINGSLEY COFIE
2291,TOYOTA,CAMRY,2016,HYBRID,AMADOR CAB CO
2298,TOYOTA,PRIUS,2012,HYBRID,ONKAR CAB CO
4112,TOYOTA,PRIUS,2012,HYBRID,WESMOLAND INC
1390,TOYOTA,CAMRY,2013,HYBRID,MOON EXPRESS INC
4104,TOYOTA,CAMRY,2010,HYBRID,SHAMILEE CAB CO
3846,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
1436,TOYOTA,SIENNA,2019,GASOLINE,LINCOLN PARK EXPRESS INC
6334,TOYOTA,SIENNA,2019,GASOLINE,SAMTEX INC.
5673,TOYOTA,CAMRY,2012,HYBRID,WON TAXI CAB CORP
238,VPG,MV-1,2012,COMPRESSED NATURAL GAS,DAMMA CAB CORP
4861,FORD,FUSION,2013,HYBRID,N'KAI TRANS INC
2246,TOYOTA,PRIUS,2012,HYBRID,ORREGO CORPORATION
6730,TOYOTA,COROLLA,2018,GASOLINE,ANTIPAROS CAB CORP
3197,TOYOTA,CAMRY,2015,HYBRID,JUJU TAXI INC
2466,TOYOTA,COROLLA,2018,GASOLINE,ARES CAB CORP.
3938,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
2653,TOYOTA,CAMRY,2016,HYBRID,MOONLIGHT TAXI SERVICE INC
2357,TOYOTA,CAMRY,2012,HYBRID,SHEZAN INC
5910,TOYOTA,COROLLA,2016,GASOLINE,SODHI CAB INC
4057,TOYOTA,PRIUS,2012,HYBRID,BLUE STAR TAXICAB INC
4859,TOYOTA,CAMRY,2015,HYBRID,HAMIT ZANI CORP
3052,TOYOTA,CAMRY,2014,HYBRID,ACCURATE TAXI INC
